,title,value
3296,anthony bourdain reveals the one good thing about trump and it s hilarious,0.0
2962,donald trump s latest namesake ha bad hair and small genitals but it fly,0.0
17568,insight email show how republican lobbied to limit voting hour in north carolina,1.0
8276,hillary absolutely skewer rubio s anti choice bullsh t calling him pathetic video,0.0
10078,republican seek to question fbi official in clinton probe letter,1.0
4699,hillary brand bigoted trump supporter with brilliant new moniker in fiery speech,0.0
9763,lady gaga blame president trump and paul ryan for lasvegas shooting tweet congress ha blood on the hand,0.0
17676,venezuela crisis enters dangerous phase a maduro foe go militant,1.0
8075,msnbc anchor embarrasses gop rep school him on the constitution video,0.0
11398,trump dossier on russia link now part of special counsel s probe source,1.0
1851,dummy in chief request fewer word and more picture be used in intelligence briefing,0.0
11173,trump back away from bipartisan senate healthcare bill,1.0
5153,after republican gut zika funding rubio say infected woman can t have abortion,0.0
18534,obama warns trump not to spread detail of security briefing,1.0
14728,trump expected to nominate attorney sullivan a no 2 at state dept wsj,1.0
9221,senator john mccain s trump dossier hand off the go between speaks out,0.0
12475,army chief had no advance knowledge of trump s transgender ban,1.0
9792,steelers player give surprise statement on anthem before sunday s game,0.0
10365,billy bush it wa trump s voice on access hollywood tape,1.0
17198,trump considering mitt romney for secretary of state nbc news,1.0
6552,sarah palin just sent a truly idiotic message to smart democrat video,0.0
11930,trump increase federal funding for debris removal white house,1.0
13120,travel ban challenger urge u s top court to reject trump appeal,1.0
5200,gop billionaire meg whitman endorses hillary clinton trash trump,0.0
15709,u s watchdog agency to review implementation of trump travel ban,1.0
2849,report trump will likely force u taxpayer to pay mexican company to build his border wall,0.0
12465,eu must retaliate if hurt by u s sanction on russia german business group,1.0
2803,trump regret on twitter is everything you hoped it would be,0.0
7669,is trump embracing hitler ha thousand of follower raise right hand and pledge loyalty,0.0
16434,kerry warns of authoritarian populism take jab at trump tweet,1.0
12035,trump say debt ceiling mess could have been avoided twitter,1.0
8829,stephen king plow through what s left of disgraced gop governor lepage s dignity tweet,0.0
10141,house committee question head of trump campaign data firm source,1.0
17767,kremlin say putin ready to welcome any u s candidate keen to mend tie,1.0
8962,did you spot the pant on fire moment in trump s first campaign tv ad politifact did video,0.0
16565,asked about russia sanction trump say we ought to get on with our life,1.0
17400,russia revel in trump victory look to sanction relief,1.0
9389,potus meet with ncaa team then this amazing thing happens video,0.0
5905,this gay man s love filled response to the orlando shooting is going viral,0.0
1899,trump s son think batsh t crazy pizzagate conspiracy theorist should get a pulitzer,0.0
4551,this sickening pro gun meme is quite possibly the most vile thing on the internet image,0.0
11379,help wanted staff shortage under trump slow policy change,1.0
1266,white supremacist goper s democratic opponent receives so many death threat that she quits,0.0
527,the one major reason trump won t give up on his support for white supremacist,0.0
17040,trump considers retired general petraeus a top diplomat bloomberg,1.0
10885,trump force high wire act for republican in virginia governor s race,1.0
10435,trump s call for military buildup hit bump in congress,1.0
18520,bentley former congresswoman from maryland dy at 92,1.0
10632,senate leader look to work with white house to block moore,1.0
3652,white trump supporter explodes in store after black employee offer her a bag video,0.0
9617,did hillary clinton really break her toe video,0.0
14434,house freedom caucus signal support for healthcare bill with change,1.0
3871,joy behar drop depressing truthbomb about why trump won video,0.0
5350,tamir rice s memorial is a stop in pokemon go and it ha a powerful message,0.0
12083,trump ok sending 4 000 more troop to afghanistan fox news,1.0
12470,federal reserve nominee quarles pledge more transparency on bank stress test,1.0
18355,more u s county to see obamacare marketplace monopoly analysis,1.0
16436,about 11 5 million people signed up for obamacare plan november 1 december 24,1.0
1281,cnn s reza aslan just tore into trump s bigotry big league it s glorious tweet,0.0
18190,obama asks u s insurer for help enrolling the young and healthy,1.0
13972,white house say trump to sign spending bill thursday or friday,1.0
3345,national police union begs trump to make racial profiling legal again and he just might,0.0
12520,republican lawmaker rally around session a trump intensifies pressure,1.0
13053,white house spokesman doe not rule out trump putin july meeting in germany,1.0
8045,bette midler s brilliant tweet perfectly expose the sad irony of jeb bush s gun tweet,0.0
4448,new poll embarrasses the hell out of trump he lost to more than hillary,0.0
15603,revamping dodd frank a this year priority u s lawmaker,1.0
5222,watch hateful trump mob boo military mom at official rally,0.0
4835,florida voter kick racist corrupt state prosecutor angela corey out of office,0.0
3196,trump property already made over 400k from the presidency,0.0
12855,factbox trump on twitter july 9 g20 putin syria,1.0
13552,u s visa issued to citizen of trump travel ban nation continue to decline,1.0
2071,watch alec baldwin teaching a young fan how to impersonate trump is the best thing ever,0.0
11513,trump say he will negotiate with democrat on healthcare,1.0
8611,oregon rancher who started bundy occupation threatened to kill refuge employee and their kid,0.0
15731,trump say he would like to speed up nafta talk,1.0
5461,report if trump build a border wall we ll actually be paying mexico for the material,0.0
147,sarah huckabee sander shredded by l a time for truth twisting this is brilliant,0.0
3797,obama ha a powerful message for democrat in despair about trump win video,0.0
17712,clinton slam trump for comment on offensive against islamic state,1.0
19631,michelle obama help prince harry launch second invictus game,1.0
7398,trump stoop to a new low my rally are the safest place a child could be,0.0
579,president obama say what trump cannot say following murder in charlottesville,0.0
456,texas republican reject canadian offer of real help for hurricane victim asks for prayer instead,0.0
8707,montel williams to republican criticizing iran prisoner exchange sit the hell down and shut up,0.0
18139,virginia governor s bid to restore felon voting right advance,1.0
18565,briton in trump gun incident could die in u s prison mother say,1.0
1750,watch donald trump doesn t seem to know who the leader of north korea is,0.0
16489,u s spy chief resolute on russia cyber attack differs with trump,1.0
18156,u s democratic party say more document leaked blame russian,1.0
808,gop billionaire issue harsh message to congress impeach or i m done,0.0
2374,cover up sean spicer asked cia and top republican to bury russia report for trump,0.0
4987,nyc park and rec brutally mock trump a they remove naked statue of him image,0.0
13745,senate tee up accountability act a regulation fight intensifies,1.0
19030,house democrat will stage sit in until they get gun control bill pelosi,1.0
19987,senate committee to take up bill on cftc,1.0
7690,trump voicemail hacked reveals very close relationship with liberal medium audio,0.0
2179,watch trump s wiretap accusation blown wide open he may be guilty of obstruction of justice,0.0
14295,israeli cabinet minister welcome spicer s apology over hitler remark,1.0
3368,psychiatry professor make stunning request to obama amid concern over trump,0.0
10373,mueller removed fbi agent from russia probe for anti trump text report,1.0
13726,kremlin decline to comment on probe of trump tie with russia,1.0
2193,trump made the most delusional statement about obamacare america s response is perfect tweet,0.0
1395,exasperated anderson cooper tell trump supporter what we ve all been thinking video,0.0
636,three day before trump call for more police brutality young protester is violently removed from trump rally,0.0
1332,portal to hell the internet loses it over mysterious red light flashing inside the white house,0.0
13960,trump s nominee for china ambassador take tough line on south china sea,1.0
11193,venezuela s maduro defends disputed vote opposition divided,1.0
17129,in weekend of deliberation mattis favored for trump pentagon chief,1.0
11906,wal mart reopens most gulf region store after harvey,1.0
17526,clinton lead trump 47 43 percent in white house race washington post abc poll,1.0
4739,general destroys trump for insulting the military video,0.0
7965,south carolina exit poll find 75 percent of republican believe this horrific trump idea,0.0
2963,russian mint in trump we trust coin to commemorate u s inauguration image video,0.0
3740,adviser who oversaw obama s infrastructure plan blow immense hole in trump s plan,0.0
19273,on shrinking u s corporate tax base presidential candidate differ sharply,1.0
8623,responsible gun owner shoot himself after accidentally killing friend video,0.0
18910,house of representative reignites gun control debate with planned vote,1.0
17662,most republican believe russia is meddling in u s election reuters ipsos poll,1.0
16173,more than 90 arrested in protest in washington cnn,1.0
9006,pres obama start 2016 with a huge win iran turn over nuclear program gop silenced,0.0
19337,u s say north korea s nuclear ambition on table in china talk,1.0
5883,regular at pulse nightclub say shooter wa there often and used gay dating app,0.0
15140,u s suspends obama airline transparency review,1.0
18345,european commission say ball still rolling on trade deal with u s,1.0
16765,exclusive mccain back trump criticism of f 35 say president cannot cancel it,1.0
2329,trump explodes after jeff session get caught lying about russia claim it s a total witch hunt,0.0
10691,first lady melania play tourist a trump departs beijing,1.0
1189,trump get laughed off twitter after saying comey s illegal leak will be prevalent tweet,0.0
18573,clinton say russia behind dnc hacking draw line to trump,1.0
1140,confirmed special counsel mueller is actually investigating donald trump,0.0
3690,hannity tell trump to ban all medium outlet from the white house except fox news,0.0
4546,trump jr once again show his lack of humanity with disgusting tweet about syrian refugee,0.0
5237,twitter lay into gop leader over amazingly wishy washy statement on trump s anti muslim hate,0.0
17463,go to hell a divided america struggle to heal after ugly election,1.0
13445,france say will lead renewed effort to make the planet great again,1.0
12697,senate finance chair warns of insurance bailout without obamacare repeal,1.0
16951,factbox contender pick for key job in trump s administration,1.0
1513,trump incriminates himself i decided to fire comey demanded he give me detail on my investigation,0.0
3297,sad it shouldn t be news that trump got intelligence briefing two day in a row,0.0
43,trump just admitted he knew flynn lied to the fbi before he asked comey to drop the investigation,0.0
11011,u s house tax chief say salt deduction meeting end without compromise,1.0
10933,in russia probe mueller s first charge a show of force,1.0
16733,trump weighs two more u s lawmaker for top interior post politico,1.0
10606,trump belief roy moore should step aside if allegation are true white house,1.0
16861,trump defends boeing tweet say company should not worry,1.0
14436,trump drop steve bannon from national security council,1.0
10573,white house asks supreme court to allow full travel ban,1.0
10650,senator blast state department over cut,1.0
1364,david letterman shred the goon in the white house it make me sick that trump represents u,0.0
2725,trump us prayer breakfast to mock arnold schwarzenegger get humiliated in 14 priceless second,0.0
15187,behind scene ivanka encouraged trump s change of tone source,1.0
4496,gop sent armed agent to harass clinton aide and used your tax dollar to do it,0.0
250,internet collectively cringes after photographer snap pic of trump s nutsack,0.0
12596,exclusive germany want more eu sanction on russia over siemens crimea turbine source,1.0
15606,watchdog sue trump epa pick to disclose contact with company,1.0
8704,watch everybody laughed after watching this bizarre fantasy from marco rubio,0.0
18323,maine governor mull political future amid racism flap,1.0
19470,trump tap adviser manafort to be campaign chairman cnn,1.0
5974,friend of stanford rapist not everyone who rape in college is a rapist,0.0
16330,trump adviser flynn spoke to russian envoy december 29 trump official,1.0
11342,u s governor hacker academic team up to secure election,1.0
11828,moderate republican u s congressman dent will not seek re election,1.0
14042,u s senate panel vote in favor of gottlieb to run fda,1.0
16369,democrat press u s housing nominee carson on potential trump conflict,1.0
5981,watch speaker ryan slam trump for racism still back him for president,0.0
10321,exclusive trump name career diplomat to head cuban embassy source,1.0
1422,trump s ghostwriter issue dire warning about his dangerous current mental state video,0.0
17328,trump win open way for china to take climate leadership role,1.0
14301,u s house lawmaker to release revamped dodd frank overhaul bill,1.0
5390,this one image from the rnc is all you need to see,0.0
3334,trump responds to berlin truck attack with dangerously reckless anti muslim comment,0.0
16132,investor gird for impact of trump healthcare measure,1.0
2127,trump s hhs secretary argues that insurer should be able to charge sick people more video,0.0
8461,without trump ted cruz get dumped on during gop debate and fails to impress iowan,0.0
416,vega cop take cheap shot at michael bennett say hiding during shooting is probable cause,0.0
2786,while the world is freaking the hell out trump is watching finding dory,0.0
18866,lawyer legal precedent clear clinton in email investigation,1.0
15315,trump s new security advisor differs from him on russia other key issue,1.0
5303,trump will not be releasing his tax return and george will know why,0.0
12042,trump mcconnell say they remain united on shared goal,1.0
10210,republican moore embrace trump message on eve of alabama election,1.0
10546,jpmorgan s dimon say trump likely to be a one term president,1.0
1489,ex cia official someone need to give trump a binky and put him in the crib video,0.0
964,california single payer health care bill shelved and people aren t happy,0.0
16536,trump recognizes urgency of north korea nuclear threat south korea,1.0
17509,asia see changed u s relationship whoever win,1.0
16690,chinese ambassador to u s sovereignty not a bargaining chip,1.0
14161,u s see increased activity by chinese bomber aircraft official,1.0
1502,breaking fbi agent say white house will kill russian investigation,0.0
4074,watch trump supporter admits what make america great again mean to her and it s vile,0.0
16000,trump say meeting with mexican president would have been fruitless,1.0
11452,cannot guarantee tax cut for entire middle class mnuchin,1.0
10297,utah republican defend romney after bannon s mormon jab,1.0
10718,senate plan delay corporate tax cut will not repeal obamacare mandate senator,1.0
19323,a puerto rico government fray bondholder might get paid,1.0
19916,obama tax inversion rule may overstep authority u s lawmaker,1.0
7896,megyn kelly desperately attempt to rescue kasich from his sexist comment video,0.0
12516,pentagon say revising rule after trump s transgender ban,1.0
16103,mattis speaks with nato chief highlighting importance of alliance,1.0
2000,sean spicer s twitter history come back to bite him in the as trump pissed tweet,0.0
9787,lol one hilarious cartoon perfectly illustrates how embarrassingly politically correct the nfl ha become,0.0
18815,obama concerned about u s state department handling of classified information,1.0
6547,cnn just accidentally aired girl flipping off trump tower and it s spectacular image,0.0
6389,the irs already commented on trump s tax return and even they call him a liar video,0.0
9447,let the boycott begin keurig coffee and 4 major company cave to left pull ad from sean hannity show after he interviewed gop senate candidate roy moore,0.0
11063,majority of u s senate back disaster aid bill,1.0
13476,israel disappointed at trump s decision not to move u s embassy,1.0
2832,newt gingrich say federal worker who voted for hillary clinton will be fired,0.0
10037,factbox big ticket item at center of congress spending bill,1.0
6964,with zero liability a gun wa just made to look like this toy image,0.0
7956,michigan gov rick snyder could face manslaughter charge over flint water poisoning,0.0
14963,trump to roll back use of climate change in policy review source,1.0
16789,u senate pass bill to fund government through april,1.0
8259,these secret koch bros memo expose propaganda plan,0.0
7408,this proof of evolution in human will make conservative christian explode with rage video,0.0
18843,fbi director say clinton did not lie break law in email handling,1.0
15297,one month in anti trump movement show sign of sustained momentum,1.0
5386,the rnc ha made itself the de facto judge and jury of america,0.0
14761,tillerson pledge safe area for refugee more pressure on islamic state,1.0
18086,senator want to change massive new israel aid package,1.0
19671,republican trump s new finance chair previously donated to democrat,1.0
15949,u s senate leader mcconnell opposes lifting russia sanction politico,1.0
7139,christian school principal arrested for horrific case of child rape video,0.0
11435,cuba decries u s expulsion of 15 diplomat,1.0
2779,breaking house dems demand emergency meeting with dhs over trump s bigoted muslim ban,0.0
10113,u s taxpayer rush to claim deduction under threat from tax bill,1.0
12076,despite expected u s troop hike no end in sight to afghan war,1.0
2658,watch wounded vet tell trump to start acting like a legitimate president in powerful message,0.0
6612,obama invades iran with a moderate reformist government defies gop logic of democracy via war,0.0
16181,executive action ready to go a trump prepares to take office,1.0
14386,italy say u n russia must be central to negotiated solution in syria,1.0
15205,trump poised to lift federal coal ban other green rule white house,1.0
13577,u s treasury see business tax a fruitful ground for bipartisan deal,1.0
14374,turkey s erdogan say u s attack in syria positive but not enough,1.0
526,bannon take his weapon at breitbart smear quran kissing mcmaster in scathing hit piece,0.0
5646,the democratic party ha never done this before and it s a big victory for human right,0.0
14480,lockheed get pentagon approval for 27 billion helicopter program,1.0
8052,obama burned trump with the truth about his campaign and chance of winning video,0.0
212,trump finally delivers on promised phone call to soldier s wife say the most disgusting thing ever,0.0
16512,trump to choose businessman hagerty a next u s envoy to japan source,1.0
13649,turkey summons u s envoy over washington street brawl,1.0
12594,trump son in law kushner s congressional statement,1.0
454,ex doj lawyer just dropped the most depressing truth bomb about the trump administration,0.0
10340,democrat cite drafting error in proposed capital rule amendment,1.0
16603,lockheed martin win 1 45 billion contract for patriot missile pentagon,1.0
9158,trey gowdy on peter strzok bias against trump i wanna know how the hell he got there,0.0
5018,watch fox host smile at the thought of an october terrorist attack that would help trump,0.0
15118,baghdad relieved by trump s exclusion of iraq from travel ban,1.0
5056,another former wh official break rank back clinton she ll be a darn good president video,0.0
4899,these 2 orlando hospital just saved pulse nightclub shooting victim over 5 million in cost,0.0
17948,study pray vote pope tell american ahead of election,1.0
15523,nordstrom say decision to drop ivanka trump s brand based on performance,1.0
6604,this university will punish you for being raped effectively silencing victim,0.0
2031,meet the girl republican are trying like hell to kill video,0.0
7193,israeli minister call for civil targeted killing of human right activist leading boycott of israel video,0.0
4919,watch delusional trump campaign manager make craziest claim yet to deny trump is losing,0.0
15800,trump s early move spark alarm resistance within the government,1.0
16903,trump fire opening salvo in risky test of will with beijing,1.0
39,this sarah huckabee sander tweet about attacking the fbi hasn t aged well,0.0
9197,watch it s the most wonderful time of the year trump style,0.0
6021,black family blast trump for using photo a propaganda we don t support him,0.0
17720,oil industry worker split between trump and clinton,1.0
10677,trump asked putin if allegation of russian meddling were true ria,1.0
6860,sarah palin may have to bust out the crayon and draw her own invitation to the rnc,0.0
2138,ruby rose and chrissy teigan troll donald trump s wiretapping nonsense in hilarious twitter spoof,0.0
6069,tony perkins christian are living in spiritual ghetto under left wing rule video,0.0
16751,ex illinois congressman pleads not guilty to spending scandal,1.0
18703,melania trump s rnc speech produce so so tv audience,1.0
3205,watch nicolle wallace call out dangerous trump for bullying journalist,0.0
508,all hell break loose at first charlottesville city council meeting since nazi rally,0.0
10566,new york attorney general investigating false net neutrality comment to fcc,1.0
3135,loser trump rant about hillary and the election again twitter mock his petulant insecurity,0.0
9018,philadelphia new year s parade ruined by racist white people in brownface image,0.0
18271,clinton say conspiracy theory about her health not a concern,1.0
15969,trump to speak with leader of russia germany france white house,1.0
7418,here s why bill maher belief trump want to be president video,0.0
15381,u s top court to set guideline for trump treatment of non citizen,1.0
11269,mexico want nafta consensus despite tension finance minister,1.0
18117,obama enlists republican kasich to push for tpp trade deal,1.0
7369,reporter how creepy donald trump hit on me today tweet,0.0
17157,contender for key job in trump administration,1.0
13361,alaska governor urge budget compromise to avoid state shutdown,1.0
13276,trump to visit poland in july white house,1.0
1154,trump keep shooting himself in the foot with tweet because he doesn t know when to shut up,0.0
13128,democratic lawmaker press flynn on middle east trip,1.0
14370,syrian rebel say u s responsibility doe not end with raid,1.0
5978,meryl streep impersonated donald trump and it wa absolutely perfect video tweet,0.0
19288,kerry video cut clumsy and stupid and inappropriate,1.0
7318,lindsey graham make the most depressing prediction for republican after backing cruz video,0.0
16087,trump pull u s out of pacific trade deal loosening asia tie,1.0
10407,former trump adviser flynn pleads guilty to lying to fbi,1.0
17438,china s xi tell trump two country must promote non conflict cooperation,1.0
9287,mr fast and furious eric holder destroyed on twitter after hitting back at trump for slamming fbi,0.0
184,trump just got banned from the place where he proposed to melania,0.0
8484,you won t believe the racist image trump just tweeted about megyn kelly image,0.0
16460,cruz texas governor meet with taiwanese president in houston,1.0
7048,daily show destroys transphobic republican for their ridiculous bathroom bill video,0.0
15744,exclusive trump to focus counter extremism program solely on islam source,1.0
16150,trump son in law kushner can serve a white house adviser justice department,1.0
487,eric holder just hilariously called trump out on arpaio obama never asked me to drop a case,0.0
144,mike penny get a special gift in his office mail every month and he probably burn it video,0.0
15994,trump s plan to halt catch and release of migrant could hit a wall,1.0
2323,hypocrite jeff session own word on perjury just came back to bite him on the as,0.0
18137,u s lawmaker say afghanistan corruption threatens future spending,1.0
9993,heartwarming hug and kiss from potus during texas visit video,0.0
8140,ted nugent s latest racist rant may cost him the one thing he love his precious nra membership,0.0
1103,watch malcolm nance wipe the floor with breitbart editor in bill maher s overtime,0.0
16096,japan s aso say will seek u s understanding of tpp s benefit,1.0
19795,house republican leader see puerto rico bill before july,1.0
15733,u s house republican to tackle tax plan later this year,1.0
3311,watch republican lie about immigrant vetting process get schooled by immigrant cnn host,0.0
8734,shoot hillary in the f ckin head conservative freak out over benghazi movie,0.0
5720,msnbc pundit trump push white racist supremacist nationalism video,0.0
14188,trump to hold news conference next week on u s veteran issue,1.0
15314,republican battle over tax in kansa other state,1.0
18490,trump seek to raise fresh ethical question about clinton,1.0
4318,watch fox host crudely brag that hurricane matthew will hurt democrat in florida,0.0
6223,oregon won t prosecute baby s abuser because he s too young to testify,0.0
17789,trump to propose five year lobbying ban on ex executive branch official,1.0
18793,former illinois governor blagojevich seek reduced prison sentence,1.0
832,are trump supporter too dumb to know they re dumb science say probably,0.0
19980,top democrat in letter blast valeant ceo for lack of cooperation,1.0
7394,harry reid slam mcconnell s lack of leadership on meet the press,0.0
17165,trump s cia pick support domestic surveillance opposes iran deal,1.0
7506,this man ha spent a decade in prison because his court appointed attorney slept through his trial,0.0
7865,company drop gloria steinem after bullied by pro lifer apologizes for pushing woman s right,0.0
19110,senator feinstein doubt talk with senator cornyn to produce gun deal,1.0
10564,new judge assigned to u s lawsuit against at t time warner deal,1.0
9514,michigan mayor join college political science class go on rant calling trump despicable,0.0
15778,activist ire rise a dakota pipeline review begin,1.0
11783,house committee considering tax relief for hurricane victim,1.0
17171,with trump victory blunt u s general get second chance,1.0
7021,bathroom police law set south carolina gop governor into panic mode we didn t ask for this,0.0
18894,chicago police lawmaker seek harsher sentence for gun offender,1.0
14056,republican take next step in u s deregulation with senate bill,1.0
7049,bill o reilly destroys donald trump in a rant that shake fox news video,0.0
1421,child will suffer trumpcare would cut 46b in healthcare fund for kid,0.0
8924,all talk nra refuse chance to debate obama over gun control on live tv,0.0
17833,sander among five senator asking obama to order dakota pipeline review,1.0
16147,denying feud over russia hacking trump vow support to cia,1.0
1544,russia testimony heat up trump clean house on key investigator detail,0.0
18078,china s premier say u s tie will develop no matter who win election,1.0
3699,watch wolf blitzer make republican throw temper tantrum over trump s nazi problem,0.0
19015,republican lawmaker approve 1 1 billion in new zika fund,1.0
9373,ball family member reveals sick reason lavar ball allegedly wouldn t let his son see their mother after surgery to remove portion of her skull,0.0
19567,white house say any progress in congress on zika funding is welcome,1.0
11671,trump s lawyer denies collusion with russia in 2016 election,1.0
8608,chris hardwick lampoon sarah palin by comparing her to the perfect cartoon character video,0.0
3728,about that trump university fine there s a huge catch you and i will pay it,0.0
16710,factbox contender for senior job in trump s administration,1.0
7198,virginia s democratic governor just vetoed obnoxious anti lgbt bill,0.0
19706,ex n y legislative leader silver sentenced to 12 year in prison,1.0
6524,israeli military general compare israel to nazi germany at holocaust remembrance day event,0.0
16288,germany must not bow to trump threat merkel ally say,1.0
14998,obama lawyer move fast to join fight against trump,1.0
7763,ted cruz say endorsing trump is a grave mistake promise to do it anyway video,0.0
11218,trump say working on welfare reform proposal,1.0
2727,trump threatens public university because protester didn t let a racist bully deliver his hate speech,0.0
8232,conservative supreme court ruling just gave the oil company a big win,0.0
1059,trump tell supporter he ll enact a law that ha actually been in place for over 20 year,0.0
14478,u s would slash epa vehicle testing budget under trump plan,1.0
11588,trump renews clash with u s sport world,1.0
11259,saudi arabia welcome new u s strategy toward iran,1.0
8101,black gop candidate party boss told me you sound too black,0.0
8519,busted declassified memo show rumsfeld s lie about wmd were worse than we thought,0.0
4629,these word from trump s own mouth obliterate his outreach to woman video,0.0
8809,watch jimmy fallon give mock job interview to trump for presidency video,0.0
12267,exclusive u s envoy told to be coy on re engaging in paris climate deal cable,1.0
4714,intelligence official skewer trump for politicizing classified briefing,0.0
12198,trump chides merck ceo after resignation from presidential council,1.0
5277,donald trump throw massive hissy fit over hillary s speech and dnc convention,0.0
11983,federer survives tiafoe scare to advance,1.0
9144,rep steve scalise scold obama crony for obit tweet about gop leader,0.0
9968,wow chicago reportedly find at least 14 000 more vote than voter in 2016 election,0.0
16424,trump to republican act swiftly to replace obamacare,1.0
14738,factbox a look at u s healthcare spending a obamacare repeal loom,1.0
2392,cnn just went after trump for banning them and it wa pretty damn awesome video,0.0
18666,a divided republican party donald or ivanka for president,1.0
3446,china fire back a trump drama escalates before he even take office,0.0
1834,what republican are doing to stop people from voting is a dirty a it get,0.0
9728,breaking vp penny and wife karen abruptly leave colt game destroys unpatriotic nfl on twitter,0.0
18300,u s senate s reid warns against postponing spending decision,1.0
17888,mexican peso surge ahead of u s presidential debate,1.0
4703,sen tim scott running a small business make me an authority on abortion video,0.0
7284,pope francis just infuriated conservative by washing and kissing muslim refugee foot screenshots,0.0
2820,gop congressman defies trump with blistering attack on his voter fraud investigation video,0.0
10801,trump say japan would shoot north korean missile out of sky if it bought u s weaponry,1.0
9360,melania visit coast guard with potus one part of her outfit cause liberal freak out video,0.0
8411,even back in 2011 trump compared his book to the writing of our founding father tweet,0.0
4479,here s the entire debate wrapped up in one perfect gif,0.0
931,trump brag about gas price and get humiliated with fact,0.0
2834,holy f ck trump literally ha a white nationalist writing his executive order,0.0
14387,turkey call for assad s ouster say support u s missile strike,1.0
612,it s on toddler trump hears critical mcconnell statement promptly start to lose it tweet,0.0
9416,nyt s give thumb up to new justice league movie starring accused sexual predator ben affleck better than the last one,0.0
15294,exclusive trump say republican border tax could boost u s job,1.0
5371,elizabeth warren call trump a two bit dictator slam his rnc speech,0.0
10349,trump back alabama republican senate candidate moore,1.0
11103,trump considers fed s powell economist taylor to lead central bank,1.0
564,trump crushed a ex kkk leader bash him for finally calling out white supremacy in charlottesville video,0.0
8337,this anti abortionist s comment on flint crisis prof pro life republican don t exist audio,0.0
15282,ohio s john kasich former trump rival visit white house,1.0
6437,this is proof that donald trump may be the worst money manager in the campaign video,0.0
3328,trump completely destroys his promise to end corruption on wall street video,0.0
119,trump s justice dept realizes prosecuting woman for laughing is stupid drop case entirely,0.0
6329,elizabeth warren delivers a major f ck you to trump in grad speech video,0.0
2476,kellyanne conway lash out after alma mater blast her for being a liar,0.0
16276,schumer to trump do not fire u s consumer agency s head,1.0
5668,foreign leader to team trump quit begging u for money for your repugnant campaign tweet,0.0
7714,trump s campaign badly photoshopped white model to make her appear darker image,0.0
9107,why this democrat stronghold county voted for trump and why they ll vote for him again he s a fighter nobody s gonna push him into a corner video,0.0
10637,u s woman lawmaker on sex harassment congress heal thyself,1.0
3739,two very different vision for the future of the democratic party are battling it out,0.0
19145,kerry call for venezuela to release political prisoner alleviate shortage,1.0
10906,u s diversity visa program in spotlight after new york attack,1.0
2157,seth mcfarlane brutally mock kellyanne conway s ridiculous microwave theory tweet,0.0
6105,let s compare president obama s memorial day statement to donald trump s,0.0
679,top republican trash trump s immigration proposal gop in piece tweet,0.0
15460,house democrat escalate effort to obtain trump tax return,1.0
16891,trump s boeing comment reflect bid to save taxpayer money aide,1.0
18101,trump get skewered clinton find support at tv s emmy award,1.0
6609,president obama make fun of donald trump and it s hilarious video,0.0
8630,numbskull republican ignores history say reagan would never negotiate with iran,0.0
19632,chagrined anti trump republican seek to recruit third party candidate,1.0
9307,will obama regime be held accountable for dirty tactic they used to take down michael flynn,0.0
17164,claim of vote by the dead felon cloud north carolina governor race,1.0
15253,u s say trump order will not undermine data transfer deal with eu,1.0
15697,iran say will never use it weapon against anyone except in self defense,1.0
13287,white house congress republican nearing key tax overhaul decision,1.0
